1,15,1,0
0,16,1,0
0,12,0,0
0,8,0,0
0,15,1,0
0,15,1,0
0,15,1,0
0,12,0,0
0,15,0,0
0,12,0,0
0,16,0,0
0,8,1,1
0,15,1,1
0,15,0,1
0,12,1,0
0,12,1,0
0,15,1,0
1,16,1,0
0,12,1,0
0,12,0,0
0,16,0,0
0,12,1,1
0,15,0,1
0,12,0,1
0,15,0,1
0,15,1,0
1,19,1,0
0,15,1,0
1,19,1,0
0,15,1,0
0,12,1,0
1,19,1,0
0,15,1,0
1,19,1,0
1,17,1,0
0,8,0,0
0,12,1,1
0,15,1,1
0,16,1,1
0,15,0,1
0,12,0,1
0,15,1,0
0,12,1,0
0,8,1,0
2,12,1,0
0,15,0,0
0,12,0,0
2,12,1,0
0,15,1,0
1,16,1,0
0,12,1,0
0,15,1,0
1,18,1,0
0,12,1,0
0,12,1,0
0,15,1,0
0,15,1,0
0,15,0,0
0,15,1,1
0,12,1,1
0,8,1,1
1,16,1,0
1,17,1,0
1,16,1,0
0,8,1,0
1,19,1,0
1,16,1,0
1,16,1,0
1,16,1,0
0,15,1,0
1,17,1,0
0,16,0,0
0,12,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,12,0,0
0,12,0,0
0,16,0,0
0,16,0,0
0,12,0,0
0,12,0,1
0,12,0,1
0,8,0,1
0,15,1,0
0,15,1,0
0,12,1,0
1,19,1,0
1,19,1,0
0,8,0,0
0,12,0,0
0,8,0,0
0,12,0,0
0,12,0,0
0,12,0,0
2,8,1,1
0,17,1,1
2,8,1,1
0,12,0,1
1,18,1,0
1,16,1,0
0,14,1,0
1,19,1,0
0,15,1,0
0,15,1,0
1,19,1,0
0,12,0,0
0,12,0,0
0,12,1,1
0,15,1,1
2,12,1,1
2,12,1,1
1,16,1,0
0,14,1,0
0,15,1,0
0,15,1,0
0,12,0,0
0,12,0,0
0,12,0,0
1,16,0,0
0,15,0,0
0,15,0,0
0,12,0,0
0,16,0,0
0,12,1,1
2,15,1,1
2,12,1,1
0,12,0,1
1,17,1,0
1,20,1,0
0,15,1,0
0,12,1,0
0,15,1,0
1,16,0,0
0,12,0,0
0,12,1,0
1,21,1,0
0,12,1,0
0,8,0,0
0,12,0,0
0,15,0,0
0,12,0,0
0,12,0,0
0,8,0,0
0,12,1,1
0,18,1,1
0,15,1,1
0,15,0,1
0,12,1,0
0,12,1,0
1,16,1,0
2,8,1,0
0,12,0,0
0,12,0,0
0,15,1,1
0,15,1,1
0,12,0,1
0,12,0,1
0,16,0,1
1,16,1,0
0,16,1,0
1,16,1,0
0,15,1,0
0,15,0,0
0,15,0,0
0,12,0,0
0,12,0,0
1,16,0,0
0,12,1,1
0,12,1,1
0,12,1,1
0,15,0,1
1,20,1,0
2,8,1,0
0,8,1,0
0,16,0,0
0,12,0,0
0,12,0,0
0,12,1,1
0,12,0,1
0,12,0,1
0,12,0,1
0,15,1,0
0,15,1,0
2,8,1,0
0,15,1,0
1,16,1,0
0,12,0,0
0,12,0,0
0,8,0,0
0,12,0,0
0,12,1,1
0,12,0,1
0,15,0,1
0,12,0,1
0,16,0,1
1,15,1,0
1,19,1,0
1,16,1,0
1,17,1,0
0,12,1,0
0,15,1,0
0,12,1,0
0,15,1,0
1,16,1,0
2,12,1,0
0,15,1,0
0,12,0,0
0,8,0,0
0,15,1,1
0,15,1,1
0,15,1,1
2,8,1,1
0,12,0,1
0,12,0,1
0,15,1,0
0,16,1,0
0,15,1,0
0,12,1,0
0,12,1,0
0,12,0,0
0,15,0,0
0,8,0,0
0,12,0,0
0,15,0,0
0,16,0,0
0,12,0,0
0,15,0,0
0,12,0,0
0,15,1,1
1,16,1,0
1,19,1,0
0,15,1,0
0,15,1,0
1,19,1,0
0,8,0,0
0,12,0,0
0,12,0,0
0,12,0,0
1,16,0,0
0,8,0,0
0,12,0,0
0,12,0,0
0,8,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,15,0,0
0,12,0,0
0,12,1,1
0,8,0,1
1,18,1,0
2,12,1,0
1,19,1,0
1,19,1,0
0,8,1,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,16,0,0
0,12,0,0
0,12,1,1
0,15,1,0
0,15,1,0
0,15,1,0
0,18,1,0
2,12,1,0
1,16,1,0
0,12,1,0
1,16,1,0
1,16,0,0
0,8,0,0
0,12,0,0
0,12,0,0
2,8,1,1
0,14,1,1
1,19,1,0
1,19,1,0
2,8,1,0
1,15,1,0
0,16,1,0
1,15,1,0
1,17,1,0
1,18,1,0
2,12,1,0
0,14,1,0
0,15,1,0
0,12,1,0
0,8,1,0
0,12,1,0
0,12,0,0
0,12,0,0
0,15,0,0
0,16,1,1
0,12,1,1
0,8,1,1
2,12,1,1
0,15,0,1
2,12,1,0
0,15,1,0
1,16,1,0
0,15,1,0
0,15,1,0
0,16,1,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,15,1,1
0,12,1,1
1,16,1,0
0,15,1,0
0,12,1,0
0,12,0,0
0,12,0,0
0,15,0,0
0,12,0,0
0,8,0,0
2,8,1,1
0,12,1,1
1,18,1,0
1,18,1,0
0,15,1,0
0,12,0,0
0,16,0,0
0,15,0,0
0,12,0,1
2,8,1,0
1,16,1,0
0,12,0,0
0,8,0,0
0,8,0,0
0,8,0,0
1,12,1,1
0,12,0,1
1,16,1,0
0,12,1,0
0,12,0,0
0,15,0,0
0,12,0,0
1,16,0,0
0,17,0,0
0,12,0,0
0,12,0,0
0,8,0,0
2,12,1,1
0,12,0,1
0,15,1,0
0,15,1,0
0,8,0,0
0,15,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,8,0,0
0,16,1,1
0,12,0,1
0,8,0,1
0,12,0,1
0,12,0,1
0,12,0,1
0,14,1,0
0,16,0,0
1,16,0,0
0,15,1,0
0,12,1,0
0,15,1,0
0,12,1,0
0,15,1,0
0,15,1,0
0,8,0,0
0,8,0,0
0,12,0,0
0,17,1,1
0,12,1,1
1,17,1,1
0,12,0,1
2,12,1,0
2,8,1,0
1,19,1,0
0,14,1,0
1,19,1,0
0,15,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,8,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,1
0,12,0,1
0,12,0,1
1,17,1,0
0,15,1,0
1,19,1,0
0,19,1,0
0,8,0,0
0,12,0,0
0,12,0,0
1,16,0,0
2,8,1,1
0,15,1,1
0,15,1,0
0,15,1,0
0,15,1,0
0,15,1,0
1,19,1,0
0,15,1,0
0,15,1,0
0,12,0,0
0,15,0,0
0,12,0,0
0,16,1,1
0,8,1,1
0,15,1,1
2,8,1,1
1,19,1,1
1,18,1,0
0,12,1,0
0,12,1,0
0,16,1,0
0,15,1,0
0,12,1,0
0,8,1,0
0,15,1,0
0,12,0,0
0,8,0,0
0,15,0,0
0,12,0,0
0,8,0,0
0,12,0,0
0,15,1,1
1,16,1,1
0,15,1,1
0,12,0,1
1,16,1,0
1,19,1,0
0,15,1,0
0,12,1,0
0,15,1,0
1,19,1,0
1,16,1,0
1,19,1,0
0,15,1,0
1,19,1,0
0,12,0,0
0,12,0,0
0,8,0,0
1,16,0,0
0,15,0,0
1,19,1,0
0,12,1,0
0,12,0,0
0,16,0,0
1,16,0,0
0,15,0,0
0,12,1,1
0,15,1,1
0,15,1,0
0,12,0,0
0,12,0,0
